Prompt,Generated Recipe
"Generate a vegetarian recipe for dinner with spinach, bell peppers, garlic, tomato, avoiding basil.","Dish: Ingredients: spinach, bell peppers, garlic, tomato. Instructions: Combine spinach, bell peppers, garlic, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with olive oil, avocado, sesame seeds, parmesan, avoiding mushrooms.","Dish: Ingredients: olive oil, avocado, sesame seeds, parmesan. Instructions: Combine olive oil, avocado, sesame seeds, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with ginger, rice, breadcrumbs, eggplant, avoiding garlic.","Dish: Ingredients: ginger, rice, breadcrumbs, eggplant. Instructions: Combine ginger, rice, breadcrumbs, add eggplant, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with garlic, lemongrass, rice, basil, avoiding bell peppers.","Dish: Ingredients: garlic, lemongrass, rice, basil. Instructions: Combine garlic, lemongrass, rice, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cashews, potato, lentils, chickpeas, avoiding breadcrumbs.","Dish: Ingredients: cashews, potato, lentils, chickpeas. Instructions: Combine cashews, potato, lentils, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cashews, tomato, parmesan, carrot, avoiding coconut milk.","Dish: Ingredients: cashews, tomato, parmesan, carrot. Instructions: Combine cashews, tomato, parmesan, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with olive oil, spinach, lentils, bell peppers, avoiding parmesan.","Dish: Ingredients: olive oil, spinach, lentils, bell peppers. Instructions: Combine olive oil, spinach, lentils, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with potato, onion, spinach, soy sauce, avoiding mushrooms.","Dish: Ingredients: potato, onion, spinach, soy sauce. Instructions: Combine potato, onion, spinach, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with breadcrumbs, ginger, lentils, olive oil, avoiding garlic.","Dish: Ingredients: breadcrumbs, ginger, lentils, olive oil. Instructions: Combine breadcrumbs, ginger, lentils, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cucumber, onion, lemongrass, tomato, avoiding soy sauce.","Dish: Ingredients: cucumber, onion, lemongrass, tomato. Instructions: Combine cucumber, onion, lemongrass, add tomato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with bell peppers, sesame seeds, ginger, olive oil, avoiding eggplant.","Dish: Ingredients: bell peppers, sesame seeds, ginger, olive oil. Instructions: Combine bell peppers, sesame seeds, ginger, add olive oil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with eggplant, bell peppers, lentils, cucumber, avoiding onion.","Dish: Ingredients: eggplant, bell peppers, lentils, cucumber. Instructions: Combine eggplant, bell peppers, lentils, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with soy sauce, tofu, yogurt, garlic, avoiding avocado.","Dish: Ingredients: soy sauce, tofu, yogurt, garlic. Instructions: Combine soy sauce, tofu, yogurt, add garlic, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with mushrooms, sesame seeds, rice, cilantro, avoiding bell peppers.","Dish: Ingredients: mushrooms, sesame seeds, rice, cilantro. Instructions: Combine mushrooms, sesame seeds, rice, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with eggplant, lemongrass, mushrooms, sesame seeds, avoiding spinach.","Dish: Ingredients: eggplant, lemongrass, mushrooms, sesame seeds. Instructions: Combine eggplant, lemongrass, mushrooms, add sesame seeds, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with bell peppers, olive oil, breadcrumbs, parmesan, avoiding cilantro.","Dish: Ingredients: bell peppers, olive oil, breadcrumbs, parmesan. Instructions: Combine bell peppers, olive oil, breadcrumbs, add parmesan, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with eggplant, bell peppers, breadcrumbs, carrot, avoiding mushrooms.","Dish: Ingredients: eggplant, bell peppers, breadcrumbs, carrot. Instructions: Combine eggplant, bell peppers, breadcrumbs, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with parmesan, rice, ginger, cashews, avoiding tomato.","Dish: Ingredients: parmesan, rice, ginger, cashews. Instructions: Combine parmesan, rice, ginger, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cucumber, potato, garlic, cilantro, avoiding parmesan.","Dish: Ingredients: cucumber, potato, garlic, cilantro. Instructions: Combine cucumber, potato, garlic, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with avocado, cilantro, eggplant, yogurt, avoiding spinach.","Dish: Ingredients: avocado, cilantro, eggplant, yogurt. Instructions: Combine avocado, cilantro, eggplant, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, coconut milk, avocado, onion, avoiding breadcrumbs.","Dish: Ingredients: basil, coconut milk, avocado, onion. Instructions: Combine basil, coconut milk, avocado, add onion, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with olive oil, spinach, tofu, cashews, avoiding lemongrass.","Dish: Ingredients: olive oil, spinach, tofu, cashews. Instructions: Combine olive oil, spinach, tofu, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with ginger, onion, olive oil, rice, avoiding spinach.","Dish: Ingredients: ginger, onion, olive oil, rice. Instructions: Combine ginger, onion, olive oil, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, mushrooms, coconut milk, cashews, avoiding lemongrass.","Dish: Ingredients: cilantro, mushrooms, coconut milk, cashews. Instructions: Combine cilantro, mushrooms, coconut milk, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with parmesan, mushrooms, carrot, garlic, avoiding basil.","Dish: Ingredients: parmesan, mushrooms, carrot, garlic. Instructions: Combine parmesan, mushrooms, carrot, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with parmesan, cilantro, avocado, sesame seeds, avoiding soy sauce.","Dish: Ingredients: parmesan, cilantro, avocado, sesame seeds. Instructions: Combine parmesan, cilantro, avocado, add sesame seeds, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with mushrooms, avocado, tofu, spinach, avoiding basil.","Dish: Ingredients: mushrooms, avocado, tofu, spinach. Instructions: Combine mushrooms, avocado, tofu, add spinach, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with olive oil, tofu, cucumber, basil, avoiding breadcrumbs.","Dish: Ingredients: olive oil, tofu, cucumber, basil. Instructions: Combine olive oil, tofu, cucumber, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with breadcrumbs, spinach, eggplant, sesame seeds, avoiding rice.","Dish: Ingredients: breadcrumbs, spinach, eggplant, sesame seeds. Instructions: Combine breadcrumbs, spinach, eggplant, add sesame seeds, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with olive oil, spinach, avocado, garlic, avoiding breadcrumbs.","Dish: Ingredients: olive oil, spinach, avocado, garlic. Instructions: Combine olive oil, spinach, avocado, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, olive oil, sesame seeds, bell peppers, avoiding cashews.","Dish: Ingredients: avocado, olive oil, sesame seeds, bell peppers. Instructions: Combine avocado, olive oil, sesame seeds, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, parmesan, breadcrumbs, mushrooms, avoiding tofu.","Dish: Ingredients: lentils, parmesan, breadcrumbs, mushrooms. Instructions: Combine lentils, parmesan, breadcrumbs, add mushrooms, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cilantro, cucumber, carrot, spinach, avoiding lemongrass.","Dish: Ingredients: cilantro, cucumber, carrot, spinach. Instructions: Combine cilantro, cucumber, carrot, add spinach, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with soy sauce, sesame seeds, cucumber, yogurt, avoiding mushrooms.","Dish: Ingredients: soy sauce, sesame seeds, cucumber, yogurt. Instructions: Combine soy sauce, sesame seeds, cucumber, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with parmesan, lemongrass, mushrooms, rice, avoiding cashews.","Dish: Ingredients: parmesan, lemongrass, mushrooms, rice. Instructions: Combine parmesan, lemongrass, mushrooms, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with mushrooms, spinach, avocado, bell peppers, avoiding carrot.","Dish: Ingredients: mushrooms, spinach, avocado, bell peppers. Instructions: Combine mushrooms, spinach, avocado, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with spinach, ginger, yogurt, olive oil, avoiding breadcrumbs.","Dish: Ingredients: spinach, ginger, yogurt, olive oil. Instructions: Combine spinach, ginger, yogurt, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with ginger, cilantro, coconut milk, yogurt, avoiding garlic.","Dish: Ingredients: ginger, cilantro, coconut milk, yogurt. Instructions: Combine ginger, cilantro, coconut milk, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with rice, breadcrumbs, onion, chickpeas, avoiding lemongrass.","Dish: Ingredients: rice, breadcrumbs, onion, chickpeas. Instructions: Combine rice, breadcrumbs, onion, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with basil, soy sauce, coconut milk, eggplant, avoiding mushrooms.","Dish: Ingredients: basil, soy sauce, coconut milk, eggplant. Instructions: Combine basil, soy sauce, coconut milk, add eggplant, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with avocado, carrot, cashews, ginger, avoiding pasta.","Dish: Ingredients: avocado, carrot, cashews, ginger. Instructions: Combine avocado, carrot, cashews, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with spinach, cucumber, garlic, chickpeas, avoiding olive oil.","Dish: Ingredients: spinach, cucumber, garlic, chickpeas. Instructions: Combine spinach, cucumber, garlic, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with bell peppers, soy sauce, garlic, lemongrass, avoiding basil.","Dish: Ingredients: bell peppers, soy sauce, garlic, lemongrass. Instructions: Combine bell peppers, soy sauce, garlic, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with garlic, ginger, cashews, soy sauce, avoiding cucumber.","Dish: Ingredients: garlic, ginger, cashews, soy sauce. Instructions: Combine garlic, ginger, cashews, add soy sauce, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with spinach, yogurt, parmesan, lentils, avoiding rice.","Dish: Ingredients: spinach, yogurt, parmesan, lentils. Instructions: Combine spinach, yogurt, parmesan, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with bell peppers, lemongrass, olive oil, parmesan, avoiding cucumber.","Dish: Ingredients: bell peppers, lemongrass, olive oil, parmesan. Instructions: Combine bell peppers, lemongrass, olive oil, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with chickpeas, potato, bell peppers, olive oil, avoiding ginger.","Dish: Ingredients: chickpeas, potato, bell peppers, olive oil. Instructions: Combine chickpeas, potato, bell peppers, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lemongrass, garlic, potato, soy sauce, avoiding sesame seeds.","Dish: Ingredients: lemongrass, garlic, potato, soy sauce. Instructions: Combine lemongrass, garlic, potato, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lemongrass, parmesan, chickpeas, soy sauce, avoiding pasta.","Dish: Ingredients: lemongrass, parmesan, chickpeas, soy sauce. Instructions: Combine lemongrass, parmesan, chickpeas, add soy sauce, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with ginger, cashews, cucumber, chickpeas, avoiding bell peppers.","Dish: Ingredients: ginger, cashews, cucumber, chickpeas. Instructions: Combine ginger, cashews, cucumber, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with potato, cilantro, cashews, sesame seeds, avoiding tomato.","Dish: Ingredients: potato, cilantro, cashews, sesame seeds. Instructions: Combine potato, cilantro, cashews, add sesame seeds, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with sesame seeds, ginger, rice, coconut milk, avoiding tomato.","Dish: Ingredients: sesame seeds, ginger, rice, coconut milk. Instructions: Combine sesame seeds, ginger, rice, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with pasta, spinach, cucumber, parmesan, avoiding soy sauce.","Dish: Ingredients: pasta, spinach, cucumber, parmesan. Instructions: Combine pasta, spinach, cucumber, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, olive oil, rice, yogurt, avoiding spinach.","Dish: Ingredients: sesame seeds, olive oil, rice, yogurt. Instructions: Combine sesame seeds, olive oil, rice, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cilantro, avocado, tofu, pasta, avoiding cucumber.","Dish: Ingredients: cilantro, avocado, tofu, pasta. Instructions: Combine cilantro, avocado, tofu, add pasta, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with olive oil, mushrooms, ginger, soy sauce, avoiding coconut milk.","Dish: Ingredients: olive oil, mushrooms, ginger, soy sauce. Instructions: Combine olive oil, mushrooms, ginger, add soy sauce, cook thoroughly, and serve hot."
